Fecha,Dolar
31/03/14,13.0549
01/04/14,13.0313
02/04/14,13.0991
03/04/14,13.1324
04/04/14,13.0345
07/04/14,13.0179
08/04/14,12.9642
09/04/14,13.0604
10/04/14,13.0453
11/04/14,13.0788
14/04/14,13.0493
15/04/14,13.0986
16/04/14,13.0603
21/04/14,13.0413
22/04/14,13.0448
23/04/14,13.0908
24/04/14,13.101
25/04/14,13.1371
28/04/14,13.1356
29/04/14,13.1039
30/04/14,13.0901
02/05/14,12.9981
05/05/14,13.0102
06/05/14,13.0129
07/05/14,12.9876
08/05/14,12.9477
09/05/14,12.9843
12/05/14,12.9534
13/05/14,12.9234
14/05/14,12.8993
15/05/14,12.9755
16/05/14,12.9193
19/05/14,12.8944
20/05/14,12.9425
21/05/14,12.9132
22/05/14,12.8801
23/05/14,12.8656
26/05/14,12.8616
27/05/14,12.8772
28/05/14,12.866
29/05/14,12.8462
30/05/14,12.8609
02/06/14,12.9108
03/06/14,12.9447
04/06/14,12.9527
05/06/14,12.8868
06/06/14,12.8981
09/06/14,12.9912
10/06/14,13.0486
11/06/14,13.0306
12/06/14,12.9815
13/06/14,13.0164
16/06/14,13.0323
17/06/14,13.1007
18/06/14,13.0672
19/06/14,12.9885
20/06/14,13.0124
23/06/14,13.0056
24/06/14,13.0218
25/06/14,13.0174
26/06/14,13.0323
27/06/14,13.0002
30/06/14,12.9712
01/07/14,12.9605
02/07/14,12.9673
03/07/14,12.9829
04/07/14,12.9768
07/07/14,12.9949
08/07/14,13.0006
09/07/14,12.978
10/07/14,13.0015
11/07/14,12.985
14/07/14,12.9755
15/07/14,12.9611
16/07/14,12.939
17/07/14,12.9454
18/07/14,12.9588
21/07/14,12.9751
22/07/14,12.9393
23/07/14,12.9286
24/07/14,12.9572
25/07/14,12.9445
28/07/14,12.9878
29/07/14,13.0578
30/07/14,13.1357
31/07/14,13.2269
01/08/14,13.1932
04/08/14,13.1962
05/08/14,13.2716
06/08/14,13.258
07/08/14,13.2551
08/08/14,13.236
11/08/14,13.1998
12/08/14,13.159
13/08/14,13.1113
14/08/14,13.0717
15/08/14,13.0748
18/08/14,13.0505
19/08/14,13.0532
20/08/14,13.0814
21/08/14,13.0963
22/08/14,13.1328
25/08/14,13.1383
26/08/14,13.1059
27/08/14,13.0811
28/08/14,13.1109
29/08/14,13.0763
01/09/14,13.0833
02/09/14,13.1299
03/09/14,13.0892
04/09/14,13.0959
05/09/14,13.0788
08/09/14,13.0813
09/09/14,13.2162
10/09/14,13.2144
11/09/14,13.2144
12/09/14,13.2644
15/09/14,13.2223
17/09/14,13.1762
18/09/14,13.2402
19/09/14,13.2369
22/09/14,13.2566
23/09/14,13.2768
24/09/14,13.3015
25/09/14,13.3848
26/09/14,13.4541
29/09/14,13.4891
30/09/14,13.433
01/10/14,13.4455
02/10/14,13.4026
03/10/14,13.4835
06/10/14,13.4089
07/10/14,13.4332
08/10/14,13.4786
09/10/14,13.3789
10/10/14,13.4331
13/10/14,13.4203
14/10/14,13.4094
15/10/14,13.5423
16/10/14,13.5616
17/10/14,13.5231
20/10/14,13.5357
21/10/14,13.4989
22/10/14,13.5559
23/10/14,13.5288
24/10/14,13.5263
27/10/14,13.5701
28/10/14,13.4843
29/10/14,13.4239
30/10/14,13.4316
31/10/14,13.4773
03/11/14,13.5503
04/11/14,13.5925
05/11/14,13.607
06/11/14,13.6173
07/11/14,13.5573
10/11/14,13.5528
11/11/14,13.5874
12/11/14,13.5613
13/11/14,13.5995
14/11/14,13.5348
18/11/14,13.5445
19/11/14,13.6146
20/11/14,13.6115
21/11/14,13.6152
24/11/14,13.6374
25/11/14,13.642
26/11/14,13.7219
27/11/14,13.7667
28/11/14,13.8965
01/12/14,13.9262
02/12/14,14.076
03/12/14,14.0918
04/12/14,14.1165
05/12/14,14.3045
08/12/14,14.4042
09/12/14,14.3674
10/12/14,14.5181
11/12/14,14.6648
15/12/14,14.7853
16/12/14,14.7499
17/12/14,14.6028
18/12/14,14.5562
19/12/14,14.6378
22/12/14,14.6359
23/12/14,14.7008
24/12/14,14.7429
26/12/14,14.6955
29/12/14,14.718
30/12/14,14.7348
31/12/14,14.7414
02/01/15,14.829
05/01/15,14.9469
06/01/15,14.8479
07/01/15,14.7936
08/01/15,14.6274
09/01/15,14.5804
12/01/15,14.6398
13/01/15,14.5559
14/01/15,14.5644
15/01/15,14.5821
16/01/15,14.6223
19/01/15,14.6524
20/01/15,14.6484
21/01/15,14.6983
22/01/15,14.612
23/01/15,14.6499
26/01/15,14.5887
27/01/15,14.5872
28/01/15,14.6878
29/01/15,14.8414
30/01/15,14.9885
03/02/15,14.7566
04/02/15,14.8011
05/02/15,14.7548
06/02/15,14.9024
09/02/15,14.8014
10/02/15,14.9309
11/02/15,15.1099
12/02/15,14.9167
13/02/15,14.8605
16/02/15,14.8979
17/02/15,14.8971
18/02/15,14.9473
19/02/15,14.9583
20/02/15,15.0757
23/02/15,15.0832
24/02/15,14.9712
25/02/15,14.9228
26/02/15,14.9624
27/02/15,14.9553
02/03/15,14.9862
03/03/15,14.9544
04/03/15,15.0756
05/03/15,15.1686
06/03/15,15.4445
09/03/15,15.4544
10/03/15,15.5837
11/03/15,15.4455
12/03/15,15.4003
13/03/15,15.4892
17/03/15,15.4271
18/03/15,15.4192
19/03/15,15.296
20/03/15,15.0317
23/03/15,14.9644
24/03/15,14.9347
25/03/15,14.9524
26/03/15,15.1056
27/03/15,15.1542
30/03/15,15.2427
31/03/15,15.2647
01/04/15,15.1206
06/04/15,14.8003
07/04/15,14.9039
08/04/15,14.9072
09/04/15,15.0554
10/04/15,15.1706
13/04/15,15.2947
14/04/15,15.2339
15/04/15,15.3891
16/04/15,15.2455
17/04/15,15.3128
20/04/15,15.3973
21/04/15,15.3837
22/04/15,15.4518
23/04/15,15.3539
24/04/15,15.3834
27/04/15,15.3213
28/04/15,15.2225
29/04/15,15.2043
30/04/15,15.3714
04/05/15,15.494
05/05/15,15.3225
06/05/15,15.2825
07/05/15,15.3397
08/05/15,15.1424
11/05/15,15.2624
12/05/15,15.3211
13/05/15,15.2213
14/05/15,15.1235
15/05/15,15.0225
18/05/15,15.12
19/05/15,15.2008
20/05/15,15.212
21/05/15,15.2326
22/05/15,15.2918
25/05/15,15.2635
26/05/15,15.3235
27/05/15,15.3581
28/05/15,15.3737
29/05/15,15.3815
01/06/15,15.4845
02/06/15,15.4128
03/06/15,15.4833
04/06/15,15.5347
05/06/15,15.6958
08/06/15,15.6715
09/06/15,15.5645
10/06/15,15.4779
11/06/15,15.4409
12/06/15,15.4129
15/06/15,15.4327
16/06/15,15.4192
17/06/15,15.4199
18/06/15,15.2828
19/06/15,15.3274
22/06/15,15.3072
23/06/15,15.4088
24/06/15,15.4555
25/06/15,15.4816
26/06/15,15.5676
29/06/15,15.6599
30/06/15,15.6854
01/07/15,15.7829
02/07/15,15.6821
03/07/15,15.6918
06/07/15,15.753
07/07/15,15.8281
08/07/15,15.8174
09/07/15,15.7856
10/07/15,15.7329
13/07/15,15.7404
14/07/15,15.6728
15/07/15,15.747
16/07/15,15.8014
17/07/15,15.9121
20/07/15,15.9856
21/07/15,15.9728
22/07/15,16.095
23/07/15,16.0988
24/07/15,16.2364
27/07/15,16.2681
28/07/15,16.2638
29/07/15,16.214
30/07/15,16.4512
31/07/15,16.0772
03/08/15,16.1129
04/08/15,16.1736
05/08/15,16.3762
06/08/15,16.3533
07/08/15,16.1645
10/08/15,16.1652
11/08/15,16.3241
12/08/15,16.2976
13/08/15,16.3541
14/08/15,16.3658
17/08/15,16.3993
18/08/15,16.4317
19/08/15,16.4908
20/08/15,16.7182
21/08/15,16.9171
24/08/15,17.0975
25/08/15,16.9859
26/08/15,17.1065
27/08/15,16.8863
28/08/15,16.7684
31/08/15,16.7829
01/09/15,16.8692
02/09/15,16.9444
03/09/15,16.7918
04/09/15,16.8454
07/09/15,16.988
08/09/15,16.7979
09/09/15,16.7773
10/09/15,16.8103
11/09/15,16.8261
14/09/15,16.8168
15/09/15,16.7716
17/09/15,16.568
18/09/15,16.539
21/09/15,16.6865
22/09/15,16.8713
23/09/15,17.0453
24/09/15,17.1149
25/09/15,16.9595
28/09/15,17.0073
29/09/15,17.0771
30/09/15,16.9053
01/10/15,16.8566
02/10/15,16.8162
05/10/15,16.6941
06/10/15,16.6878
07/10/15,16.5762
08/10/15,16.5464
09/10/15,16.418
12/10/15,16.4219
13/10/15,16.5848
14/10/15,16.5804
15/10/15,16.425
16/10/15,16.3959
19/10/15,16.4899
20/10/15,16.5618
21/10/15,16.66
22/10/15,16.5284
23/10/15,16.5138
26/10/15,16.4998
27/10/15,16.5545
28/10/15,16.4503
29/10/15,16.6219
30/10/15,16.5244
03/11/15,16.4196
04/11/15,16.5147
05/11/15,16.5959
06/11/15,16.8382
09/11/15,16.87
10/11/15,16.7658
11/11/15,16.7173
12/11/15,16.7406
13/11/15,16.7395
17/11/15,16.757
18/11/15,16.7636
19/11/15,16.5748
20/11/15,16.512
23/11/15,16.5306
24/11/15,16.4705
25/11/15,16.5548
26/11/15,16.5492
27/11/15,16.5784
30/11/15,16.5856
01/12/15,16.5104
02/12/15,16.5933
03/12/15,16.7095
04/12/15,16.6757
07/12/15,16.9044
08/12/15,17.0164
09/12/15,17.016
10/12/15,17.075
11/12/15,17.3592
14/12/15,17.3776
15/12/15,17.1529
16/12/15,17.136
17/12/15,17.1
18/12/15,17.0139
21/12/15,17.1034
22/12/15,17.1847
23/12/15,17.1953
24/12/15,17.276
28/12/15,17.271
29/12/15,17.2065
30/12/15,17.3398
31/12/15,17.2487
04/01/16,17.3529
05/01/16,17.3456
06/01/16,17.4411
07/01/16,17.6568
08/01/16,17.9283
11/01/16,17.9304
12/01/16,17.9119
13/01/16,17.85
14/01/16,17.9121
15/01/16,18.2108
18/01/16,18.2327
19/01/16,18.1947
20/01/16,18.608
21/01/16,18.5084
22/01/16,18.428
25/01/16,18.5352
26/01/16,18.4715
27/01/16,18.453
28/01/16,18.2906
29/01/16,18.1935
02/02/16,18.4902
03/02/16,18.4537
04/02/16,18.1891
05/02/16,18.3748
